index,label,frequency
0,24-11-2015,7
1,26-11-2015,7
2,04-12-2015,6
3,03-12-2015,6
4,02-12-2015,6
5,25-11-2015,6
6,30-11-2015,4
7,22-11-2015,4
8,09-12-2015,4
9,29-11-2015,3
10,23-11-2015,3
11,27-11-2015,3
12,14-12-2015,3
13,01-12-2015,3
14,17-12-2015,2
15,18-12-2015,2
16,05-12-2015,2
17,10-12-2015,2
18,20-11-2015,2
19,21-11-2015,1
20,13-12-2015,1
21,11-12-2015,1
22,08-12-2015,1
23,06-12-2015,1
24,07-12-2015,1
